,Title,Rank,Score,Medium,Number of Episodes,Episode Length,Start Date,End Date,Premier Season,Source Material,Age Rating,Number of Members,URLS,Synopses,Genre 1,Genre 2,Genre 3,Genre 4,Genre 5,Genre 6,Genre 7,Genre 8,Total Minutes,Synopsis Length
42,Kimetsu no Yaiba Movie: Mugen Ressha-hen,43,8.71,Movie,1,1 hr. 57 min.,Oct 2020,Oct 2020,Unavailable,Manga,R,280716,https://myanimelist.net/anime/40456/Kimetsu_no_Yaiba_Movie__Mugen_Ressha-hen,"Tanjirou Kamado and his friends from the Demon Slayer Corps accompany Kyoujurou Rengoku, the Flame Hashira, to investigate a mysterious series of disappearances occurring inside a train. Little do they know that Enmu, one of the Twelve Kizuki, is also on board and has prepared a trap for them.",Action,Historical,Demons,Supernatural,Shounen,,,,117,49
43,Great Teacher Onizuka,44,8.7,TV,43,25 min. per ep.,Jun 1999,Sep 2000,Summer,Manga,R,562373,https://myanimelist.net/anime/245/Great_Teacher_Onizuka,"Twenty-two-year-old Eikichi Onizuka—ex-biker gang leader, conqueror of Shonan, and virgin—has a dream: to become the greatest high school teacher in all of Japan. This isn't because of a passion for teaching, but because he wants a loving teenage wife when he's old and gray. Still, for a perverted, greedy, and lazy delinquent, there is more to Onizuka than meets the eye. So when he lands a job as the homeroom teacher of the Class 3-4 at the prestigious Holy Forest Academy—despite suplexing the Vice Principal—all of his talents are put to the test, as this class is particularly infamous. Due to their utter contempt for all teachers, the class' students use psychological warfare to mentally break any new homeroom teacher they get, forcing them to quit and leave school. However, Onizuka isn't your average teacher, and he's ready for any challenge in his way. Bullying, suicide, and sexual harassment are just a few of the issues his students face daily. By tackling the roots of their problems, Onizuka supports them with his unpredictable and unconventional methods—even if it means jumping off a building to save a suicidal child. Thanks to his eccentric charm and fun-loving nature, Class 3-4 slowly learns just how enjoyable school can be when you're the pupils of the Great Teacher Onizuka.",Slice of Life,Comedy,Drama,School,Shounen,,,,1075,215
44,Mushishi,45,8.7,TV,26,25 min. per ep.,Oct 2005,Jun 2006,Fall,Manga,PG-13,595824,https://myanimelist.net/anime/457/Mushishi,"""Mushi"": the most basic forms of life in the world. They exist without any goals or purposes aside from simply ""being."" They are beyond the shackles of the words ""good"" and ""evil."" Mushi can exist in countless forms and are capable of mimicking things from the natural world such as plants, diseases, and even phenomena like rainbows. This is, however, just a vague definition of these entities that inhabit the vibrant world of Mushishi, as to even call them a form of life would be an oversimplification. Detailed information on Mushi is scarce because the majority of humans are unaware of their existence. So what are Mushi and why do they exist? This is the question that a ""Mushishi,"" Ginko, ponders constantly. Mushishi are those who research Mushi in hopes of understanding their place in the world's hierarchy of life. Ginko chases rumors of occurrences that could be tied to Mushi, all for the sake of finding an answer. It could, after all, lead to the meaning of life itself.",Adventure,Slice of Life,Mystery,Historical,Supernatural,Fantasy,Seinen,,650,170
45,Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,46,8.7,Movie,1,1 hr. 30 min.,Jun 2019,Jun 2019,Unavailable,Light novel,PG-13,312190,https://myanimelist.net/anime/38329/Seishun_Buta_Yarou_wa_Yumemiru_Shoujo_no_Yume_wo_Minai,"Six months ago, Sakuta Azusagawa had a chance encounter with a bunny girl in a library. Ever since then, he’s been blissfully happy with his girlfriend: Mai Sakurajima, that same bunny girl. However, the reappearance of his mysterious first crush, the now-adult Shouko Makinohara, adds a new complication to his relationship with Mai. To make matters worse, he then encounters a middle school Shouko in the hospital, suffering from a grave illness. Mysteriously, his old scars begin throbbing whenever he’s near her. With Shouko’s bizarre situation somehow revolving around him, Sakuta will need to come to terms with his own conflicting feelings, for better or worse. With a girl's life in his hands, just what can he do?",Supernatural,Drama,Romance,School,,,,,90,118
46,Violet Evergarden Movie,47,8.69,Movie,1,2 hr. 20 min.,Sep 2020,Sep 2020,Unavailable,Light novel,PG-13,166370,https://myanimelist.net/anime/37987/Violet_Evergarden_Movie,"An original sequel to the TV anime which aired in 2018, the movie will follow ""auto memory doll"" Violet, still unable to forget about her former employer Gilbert, who taught her of love. One day, she meets his older brother Dietfried, who tells her that she should forget about Gilbert and move on - but it is impossible for her. Shortly after, Violet receives a call from a young client, while the post office discovers a letter with no address sitting in their warehouse.",Slice of Life,Drama,Fantasy,,,,,,140,84
47,Natsume Yuujinchou Shi,48,8.67,TV,13,24 min. per ep.,Jan 2012,Mar 2012,Winter,Manga,PG-13,187501,https://myanimelist.net/anime/11665/Natsume_Yuujinchou_Shi,"Takashi Natsume, the timid youkai expert and master of the Book of Friends, continues his journey towards self-understanding and acceptance with the help of friends both new and old. His most important ally is still his gluttonous and sake-loving bodyguard, the arrogant but fiercely protective wolf spirit Madara—or Nyanko-sensei, as Madara is called when in his usual disguise of an unassuming, pudgy cat. Natsume, while briefly separated from Nyanko-sensei, is ambushed and kidnapped by a strange group of masked, monkey-like youkai, who have spirited him away to their forest as they desperately search for the Book of Friends. Realizing that his ""servant"" has been taken out from right under his nose, Nyanko-sensei enlists the help of Natsume's youkai friends and mounts a rescue operation. However, the forest of the monkey spirits holds many dangerous enemies, including the Matoba Clan, Natsume's old nemesis. Stretching from the formidable hideout of the Matoba to Natsume's own childhood home, Natsume Yuujinchou Shi is a sweeping but familiar return to a world of danger and friendship, where Natsume will finally confront the demons of his own past.",Slice of Life,Demons,Supernatural,Drama,Shoujo,,,,312,182
48,Tengen Toppa Gurren Lagann,49,8.67,TV,27,24 min. per ep.,Apr 2007,Sep 2007,Spring,Original,PG-13,1172126,https://myanimelist.net/anime/2001/Tengen_Toppa_Gurren_Lagann,"Simon and Kamina were born and raised in a deep, underground village, hidden from the fabled surface. Kamina is a free-spirited loose cannon bent on making a name for himself, while Simon is a timid young boy with no real aspirations. One day while excavating the earth, Simon stumbles upon a mysterious object that turns out to be the ignition key to an ancient artifact of war, which the duo dubs Lagann. Using their new weapon, Simon and Kamina fend off a surprise attack from the surface with the help of Yoko Littner, a hot-blooded redhead wielding a massive gun who wanders the world above. In the aftermath of the battle, the sky is now in plain view, prompting Simon and Kamina to set off on a journey alongside Yoko to explore the wastelands of the surface. Soon, they join the fight against the ""Beastmen,"" humanoid creatures that terrorize the remnants of humanity in powerful robots called ""Gunmen."" Although they face some challenges and setbacks, the trio bravely fights these new enemies alongside other survivors to reclaim the surface, while slowly unraveling a galaxy-sized mystery.",Action,Adventure,Comedy,Mecha,Sci-Fi,,,,648,185
49,Ashita no Joe 2,50,8.67,TV,47,24 min. per ep.,Oct 1980,Aug 1981,Fall,Manga,PG-13,28624,https://myanimelist.net/anime/2921/Ashita_no_Joe_2,"Yabuki Joe is left downhearted and hopeless after a certain tragic event. In attempt to put the past behind him, Joe leaves the gym behind and begins wandering. On his travels he comes across the likes of Wolf Kanagushi and Goromaki Gondo, men who unintentionally fan the dying embers inside him, leading him to putting his wanderings to an end. His return home puts Joe back on the path to boxing, but unknown to himself and his trainer, he now suffers deep-set issues holding him back from fighting. In attempt to quell those issues, Carlos Rivera, a world renowned boxer is invited from Venezuela to help Joe recover.",Action,Drama,Shounen,Slice of Life,Sports,,,,1128,108
50,Hajime no Ippo: New Challenger,51,8.67,TV,26,23 min. per ep.,Jan 2009,Jul 2009,Winter,Manga,PG-13,194804,https://myanimelist.net/anime/5258/Hajime_no_Ippo__New_Challenger,"Japanese Featherweight Champion Ippo Makunouchi has successfully defended and retained his title. Meanwhile, his rival, Ichirou Miyata, has resurfaced in Japan, aiming for his own Featherweight belt in the Oriental Pacific Boxing Federation. When the rest of the world comes knocking, however, will Japan's best fighters rise to the challenge and achieve glory at the top? Or will the small island nation be crushed under the weight of greater entities? This time, champions will become challengers issuing a call to the rest of the world and ready to show off their fighting spirit!",Comedy,Sports,Drama,Shounen,,,,,598,93
51,Howl no Ugoku Shiro,52,8.67,Movie,1,1 hr. 59 min.,Nov 2004,Nov 2004,Unavailable,Novel,G ,798456,https://myanimelist.net/anime/431/Howl_no_Ugoku_Shiro,"That jumbled piece of architecture, that cacophony of hissing steam and creaking joints, with smoke billowing from it as it moves on its own... That castle is home to the magnificent wizard Howl, infamous for both his magical prowess and for being a womanizer—or so the rumor goes in Sophie Hatter's small town. Sophie, as the plain daughter of a hatmaker, does not expect much from her future and is content with working hard in the shop. However, Sophie's simple life takes a turn for the exciting when she is ensnared in a disturbing situation, and the mysterious wizard appears to rescue her. Unfortunately, this encounter, brief as it may be, spurs the vain and vengeful Witch of the Waste—in a fit of jealousy caused by a past discord with Howl—to put a curse on the maiden, turning her into an old woman. In an endeavor to return to normal, Sophie must accompany Howl and a myriad of eccentric companions—ranging from a powerful fire demon to a hopping scarecrow—in his living castle, on a dangerous adventure as a raging war tears their kingdom apart.",Adventure,Drama,Fantasy,Romance,,,,,119,184
52,Suzumiya Haruhi no Shoushitsu,53,8.66,Movie,1,2 hr. 42 min.,Feb 2010,Feb 2010,Unavailable,Light novel,PG-13,473320,https://myanimelist.net/anime/7311/Suzumiya_Haruhi_no_Shoushitsu,"One cold Christmas day, Kyon heads over to school and the SOS Brigade's holiday celebration, only to realize that Haruhi Suzumiya seems to have disappeared. Moreover, no one even remembers her or the SOS Brigade; Mikuru Asahina knows nothing and is now afraid of him, and Itsuki Koizumi has also gone missing. The Literature Club, formed only by an uncharacteristically shy Yuki Nagato, now occupies the old SOS club room. Suzumiya Haruhi no Shoushitsu is based on the fourth light novel of the acclaimed Haruhi series and is set after the events of the anime series. Not uncultured in the supernatural, Kyon will have to deal with his whole life turned upside down like a bad joke, and maybe it's better that way.",Comedy,Mystery,Romance,School,Sci-Fi,Supernatural,,,162,123
53,Yakusoku no Neverland,54,8.66,TV,12,22 min. per ep.,Jan 2019,Mar 2019,Winter,Manga,R,956415,https://myanimelist.net/anime/37779/Yakusoku_no_Neverland,"Surrounded by a forest and a gated entrance, the Grace Field House is inhabited by orphans happily living together as one big family, looked after by their ""Mama,"" Isabella. Although they are required to take tests daily, the children are free to spend their time as they see fit, usually playing outside, as long as they do not venture too far from the orphanage—a rule they are expected to follow no matter what. However, all good times must come to an end, as every few months, a child is adopted and sent to live with their new family... never to be heard from again. However, the three oldest siblings have their suspicions about what is actually happening at the orphanage, and they are about to discover the cruel fate that awaits the children living at Grace Field, including the twisted nature of their beloved Mama.",Sci-Fi,Mystery,Horror,Psychological,Thriller,Shounen,,,264,145
54,Natsume Yuujinchou Roku,55,8.65,TV,11,23 min. per ep.,Apr 2017,Jun 2017,Spring,Manga,PG-13,129448,https://myanimelist.net/anime/34591/Natsume_Yuujinchou_Roku,"Takashi Natsume has grown accustomed to his encounters with youkai through the Book of Friends, which contains the names of youkai whom his grandmother, Reiko Natsume, has sealed in contracts. These encounters allow Natsume to better understand the youkai, Reiko, and himself. The Book of Friends is a powerful tool that can be used to control youkai; it is sought after by both youkai and exorcists alike. Natsume just wants to live out his daily life in peace but is constantly disrupted by these experiences. If he is to end this torment, Natsume must explore more about the book and the world of exorcism, as well as begin to open his heart to those who can help him.",Slice of Life,Demons,Supernatural,Drama,Shoujo,,,,253,118
55,Ookami Kodomo no Ame to Yuki,56,8.65,Movie,1,1 hr. 57 min.,Jul 2012,Jul 2012,Unavailable,Original,PG ,590441,https://myanimelist.net/anime/12355/Ookami_Kodomo_no_Ame_to_Yuki,"Hana, a hard-working college student, falls in love with a mysterious man who attends one of her classes though he is not an actual student. As it turns out, he is not truly human either. On a full moon night, he transforms, revealing that he is the last werewolf alive. Despite this, Hana's love remains strong, and the two ultimately decide to start a family. Hana gives birth to two healthy children—Ame, born during rainfall, and Yuki, born during snowfall—both possessing the ability to turn into wolves, a trait inherited from their father. All too soon, however, the sudden death of her lover devastates Hana's life, leaving her to raise a peculiar family completely on her own. The stress of raising her wild-natured children in a densely populated city, all while keeping their identity a secret, culminates in a decision to move to the countryside, where she hopes Ame and Yuki can live a life free from the judgments of society. Wolf Children is the heartwarming story about the challenges of being a single mother in an unforgiving modern world.",Fantasy,Slice of Life,,,,,,,117,180
56,Kimetsu no Yaiba,57,8.65,TV,26,23 min. per ep.,Apr 2019,Sep 2019,Spring,Manga,R,1235666,https://myanimelist.net/anime/38000/Kimetsu_no_Yaiba,"Ever since the death of his father, the burden of supporting the family has fallen upon Tanjirou Kamado's shoulders. Though living impoverished on a remote mountain, the Kamado family are able to enjoy a relatively peaceful and happy life. One day, Tanjirou decides to go down to the local village to make a little money selling charcoal. On his way back, night falls, forcing Tanjirou to take shelter in the house of a strange man, who warns him of the existence of flesh-eating demons that lurk in the woods at night. When he finally arrives back home the next day, he is met with a horrifying sight—his whole family has been slaughtered. Worse still, the sole survivor is his sister Nezuko, who has been turned into a bloodthirsty demon. Consumed by rage and hatred, Tanjirou swears to avenge his family and stay by his only remaining sibling. Alongside the mysterious group calling themselves the Demon Slayer Corps, Tanjirou will do whatever it takes to slay the demons and protect the remnants of his beloved sister's humanity.",Action,Demons,Historical,Shounen,Supernatural,,,,598,176
57,Death Note,58,8.63,TV,37,23 min. per ep.,Oct 2006,Jun 2007,Fall,Manga,R,2425419,https://myanimelist.net/anime/1535/Death_Note,"A shinigami, as a god of death, can kill any person—provided they see their victim's face and write their victim's name in a notebook called a Death Note. One day, Ryuk, bored by the shinigami lifestyle and interested in seeing how a human would use a Death Note, drops one into the human realm. High school student and prodigy Light Yagami stumbles upon the Death Note and—since he deplores the state of the world—tests the deadly notebook by writing a criminal's name in it. When the criminal dies immediately following his experiment with the Death Note, Light is greatly surprised and quickly recognizes how devastating the power that has fallen into his hands could be. With this divine capability, Light decides to extinguish all criminals in order to build a new world where crime does not exist and people worship him as a god. Police, however, quickly discover that a serial killer is targeting criminals and, consequently, try to apprehend the culprit. To do this, the Japanese investigators count on the assistance of the best detective in the world: a young and eccentric man known only by the name of L.",Mystery,Police,Psychological,Supernatural,Thriller,Shounen,,,851,191
58,Mushishi Zoku Shou: Suzu no Shizuku,59,8.63,Movie,1,"47 min.
 ",May 2015,May 2015,Unavailable,Manga,PG-13,92764,https://myanimelist.net/anime/28957/Mushishi_Zoku_Shou__Suzu_no_Shizuku,"On a warm summer day, a boy heard the sound of bells ringing, as if in celebration, in the mountain near his home. Several years later in that same mountain, the mushishi Ginko encounters a strange girl with weeds growing out of her body. Soon after, Ginko coincidentally runs into the now grown-up boy Yoshiro on his way off the mountain. With Yoshiro’s help, Ginko soon begins to uncover who this mysterious girl is and what happened to her. An adaptation of the last arc in the manga, Mushishi Zoku Shou: Suzu no Shizuku follows Ginko’s peculiar journey amidst the occult to unravel the mystery behind the enigmatic girl called Kaya and the mountain that has become her home.",Adventure,Fantasy,Historical,Mystery,Seinen,Slice of Life,Supernatural,,47,119
59,Ping Pong the Animation,60,8.63,TV,11,23 min. per ep.,Apr 2014,Jun 2014,Spring,Manga,PG-13,251905,https://myanimelist.net/anime/22135/Ping_Pong_the_Animation,"""The hero comes. The hero comes. The hero comes. Chant these words in your mind, and I'll surely come to you..."" This mantra is what Makoto Tsukimoto repeats as a source of motivation when he fights through the stress of not only grueling ping pong matches, but also in situations of his life. Makoto doesn't fight alone; he and his friend, Yutaka Hoshino, nicknamed Smile and Peco respectively, are two boys who have grown up playing ping pong together nearly every day. Peco, brimming with confidence, aims to be the best table tennis player in the world; Smile, on the other hand, shows little ambition. Nevertheless, the two have always stuck together, with a bond built upon their mutual love for this sport. Every year, students from all across Japan gather for the inter-high table tennis competition to achieve national and international stardom. Through intense training and competition, only the very best persevere. From the avant-garde director of Tatami Galaxy, Masaaki Yuasa, Ping Pong the Animation serves a tale of ambition with its fair share of bumps along the way. Whatever the odds, Peco and Smile will face them together.",Drama,Psychological,Seinen,Sports,,,,,253,190
60,Violet Evergarden,61,8.63,TV,13,24 min. per ep.,Jan 2018,Apr 2018,Winter,Light novel,PG-13,953473,https://myanimelist.net/anime/33352/Violet_Evergarden,"The Great War finally came to an end after four long years of conflict; fractured in two, the continent of Telesis slowly began to flourish once again. Caught up in the bloodshed was Violet Evergarden, a young girl raised for the sole purpose of decimating enemy lines. Hospitalized and maimed in a bloody skirmish during the War's final leg, she was left with only words from the person she held dearest, but with no understanding of their meaning. Recovering from her wounds, Violet starts a new life working at CH Postal Services after a falling out with her new intended guardian family. There, she witnesses by pure chance the work of an ""Auto Memory Doll,"" amanuenses that transcribe people's thoughts and feelings into words on paper. Moved by the notion, Violet begins work as an Auto Memory Doll, a trade that will take her on an adventure, one that will reshape the lives of her clients and hopefully lead to self-discovery.",Slice of Life,Drama,Fantasy,,,,,,312,161
61,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,62,8.62,TV,39,23 min. per ep.,Oct 2018,Jul 2019,Fall,Manga,R,483941,https://myanimelist.net/anime/37991/JoJo_no_Kimyou_na_Bouken_Part_5__Ougon_no_Kaze,"In the coastal city of Naples, corruption is teeming—the police blatantly conspire with outlaws, drugs run rampant around the youth, and the mafia governs the streets with an iron fist. However, various fateful encounters will soon occur. Enter Giorno Giovanna, a 15-year-old boy with an eccentric connection to the Joestar family, who makes a living out of part-time jobs and pickpocketing. Furthermore, he is gifted with the unexplained Stand ability to give and create life—growing plants from the ground and turning inanimate objects into live animals, an ability he has dubbed ""Gold Experience."" Fascinated by the might of local gangsters, Giorno has dreamed of rising up in their ranks and becoming a ""Gang-Star,"" a feat made possible by his encounter with Bruno Buccellati, a member of the Passione gang with his own sense of justice. JoJo no Kimyou na Bouken: Ougon no Kaze follows the endeavors of Giorno after joining Bruno's team while working under Passione, fending off other gangsters and secretly plotting to overthrow their mysterious boss.",Action,Adventure,Shounen,,,,,,897,168
62,Kizumonogatari II: Nekketsu-hen,63,8.62,Movie,1,1 hr. 4 min.,Aug 2016,Aug 2016,Unavailable,Light novel,R,289901,https://myanimelist.net/anime/31757/Kizumonogatari_II__Nekketsu-hen,"No longer truly human, Koyomi Araragi decides to retrieve Kiss-shot Acerola-orion Heart-under-blade's severed body parts that were stolen by three powerful vampire hunters. Awaiting him are Dramaturgie, a vampire hunter who is a vampire himself; Episode, a half-vampire with the ability to transform into mist; and Guillotinecutter, a human priest who is the most dangerous of them all. Unbeknownst to Araragi, each minute he spends trying to retrieve Kiss-shot's limbs makes him less of a human and more of a vampire. Will he be able to keep his wish of becoming human once again by the end of his battles?",Action,Mystery,Supernatural,Vampire,,,,,64,100
63,Yojouhan Shinwa Taikei,64,8.61,TV,11,23 min. per ep.,Apr 2010,Jul 2010,Spring,Novel,R,295430,https://myanimelist.net/anime/7785/Yojouhan_Shinwa_Taikei,"One autumn evening at a mysterious ramen stand behind the Shimogamo Shrine, a lonely third-year college student bumps into a man with an eggplant-shaped head who calls himself a god of matrimony. Meeting this man causes the student to reflect upon his past two years at college—two years bitterly spent trying to break up couples on campus with his only friend Ozu, a ghoulish-looking man seemingly set on making his life as miserable as possible. Resolving to make the most out of the rest of his college life, the student attempts to ask out the unsociable but kind-hearted underclassman Akashi, yet fails to follow through, prompting him to regret not living out his college life differently. As soon as this thought passes through his head, however, he is hurtled through time and space to the beginning of his years at college and given another chance to live his life. Surreal, artistic, and mind-bending, Yojouhan Shinwa Taikei chronicles the misadventures of a young man on a journey to make friends, find love, and experience the rose-colored campus life he always dreamed of.",Mystery,Comedy,Psychological,Romance,,,,,253,181
64,Natsume Yuujinchou San,65,8.6,TV,13,24 min. per ep.,Jul 2011,Sep 2011,Summer,Manga,PG-13,194983,https://myanimelist.net/anime/10379/Natsume_Yuujinchou_San,"Natsume Yuujinchou San follows Takashi Natsume, a boy who is able to see youkai. Natsume and his bodyguard Madara, nicknamed Nyanko-sensei, continue on their quest to release youkai from their contracts in the ""Book of Friends."" Natsume comes to terms with his ability to see youkai and stops thinking of it as a curse. As he spends more time with his human and youkai friends, he realizes how much he values them both and decides he doesn't have to choose between the spirit and human worlds to be happy.",Slice of Life,Demons,Supernatural,Drama,Shoujo,,,,312,89
65,Shouwa Genroku Rakugo Shinjuu,66,8.6,TV,13,26 min. per ep.,Jan 2016,Apr 2016,Winter,Manga,PG-13,216169,https://myanimelist.net/anime/28735/Shouwa_Genroku_Rakugo_Shinjuu,"Yotarou is a former yakuza member fresh out of prison and fixated on just one thing: rather than return to a life of crime, the young man aspires to take to the stage of Rakugo, a traditional Japanese form of comedic storytelling. Inspired during his incarceration by the performance of distinguished practitioner Yakumo Yuurakutei, he sets his mind on meeting the man who changed his life. After hearing Yotarou's desperate appeal for his mentorship, Yakumo is left with no choice but to accept his very first apprentice. As he eagerly begins his training, Yotarou meets Konatsu, an abrasive young woman who has been under Yakumo's care ever since her beloved father Sukeroku Yuurakutei, another prolific Rakugo performer, passed away. Through her hidden passion, Yotarou is drawn to Sukeroku's unique style of Rakugo despite learning under contrasting techniques. Upon seeing this, old memories and feelings return to Yakumo who reminisces about a much earlier time when he made a promise with his greatest rival. Shouwa Genroku Rakugo Shinjuu is a story set in both the past and present, depicting the art of Rakugo, the relationships it creates, and the lives and hearts of those dedicated to keeping the unique form of storytelling alive.",Drama,Historical,Josei,,,,,,338,202
66,Fate/stay night Movie: Heaven's Feel - II. Lost Butterfly,67,8.6,Movie,1,1 hr. 57 min.,Jan 2019,Jan 2019,Unavailable,Visual novel,R,183085,https://myanimelist.net/anime/33049/Fate_stay_night_Movie__Heavens_Feel_-_II_Lost_Butterfly,"The Fifth Holy Grail War continues, and the ensuing chaos results in higher stakes for all participants. Shirou Emiya continues to participate in the war, aspiring to be a hero of justice who saves everyone. He sets out in search of the truth behind a mysterious dark shadow and its murder spree, determined to defeat it. Meanwhile, Shinji Matou sets his own plans into motion, threatening Shirou through his sister Sakura Matou. Shirou and Rin Toosaka battle Shinji, hoping to relieve Sakura from the abuses of her brother. But the ugly truth of the Matou siblings begins to surface, and many dark secrets are exposed. Fate/stay night Movie: Heaven's Feel - II. Lost Butterfly continues to focus on the remaining Masters and Servants as they fight each other in the hopes of obtaining the Holy Grail. However, as darkness arises within Fuyuki City, even the state of their sacred war could be in danger.",Action,Fantasy,Magic,Supernatural,,,,,117,154
67,Fate/Zero 2nd Season,68,8.6,TV,12,24 min. per ep.,Apr 2012,Jun 2012,Spring,Light novel,R,776855,https://myanimelist.net/anime/11741/Fate_Zero_2nd_Season,"As the Fourth Holy Grail War rages on with no clear victor in sight, the remaining Servants and their Masters are called upon by Church supervisor Risei Kotomine, in order to band together and confront an impending threat that could unravel the Grail War and bring about the destruction of Fuyuki City. The uneasy truce soon collapses as Masters demonstrate that they will do anything in their power, no matter how despicable, to win. Seeds of doubt are sown between Kiritsugu Emiya and Saber, his Servant, as their conflicting ideologies on heroism and chivalry clash. Meanwhile, an ominous bond forms between Kirei Kotomine, who still seeks to find his purpose in life, and one of the remaining Servants. As the countdown to the end of the war reaches zero, the cost of winning begins to blur the line between victory and defeat.",Action,Supernatural,Magic,Fantasy,,,,,288,142
68,Haikyuu!!: To the Top 2nd Season,69,8.6,TV,12,23 min. per ep.,Oct 2020,Dec 2020,Fall,Manga,PG-13,281578,https://myanimelist.net/anime/40776/Haikyuu__To_the_Top_2nd_Season,"Karasuno enters into the second half of Nationals with brand-new opponents: Inarizaki High. The long-standing powerhouse team includes a few familiar faces, namely Miya Atsumu. Named Japan's ""best high school setter,"" Miya previously rubbed elbows with Kageyama at the All-Japan Youth Intensive Training Camp. Karasuno will have to overcome a setter that outranks their own, and Atsumu's twin brother is on the team, too.",Comedy,Sports,Drama,School,Shounen,,,,276,64
69,Hajime no Ippo: Rising,70,8.6,TV,25,22 min. per ep.,Oct 2013,Mar 2014,Fall,Manga,PG-13,168910,https://myanimelist.net/anime/19647/Hajime_no_Ippo__Rising,"Japanese Featherweight Champion Makunouchi Ippo has defended his title belt once more with the help of his devastating signature move: the Dempsey Roll. However, new challengers are rising up left and right, claiming to have an answer for the move responsible for crushing his opponents. Will Ippo be able to step up to the challenge, or will the weight of his pride destroy him before he finds out just what it means to be strong? Meanwhile, fellow Kamogawa Gym mate Aoki Masaru is just a hop, skip, and a Frog Punch away from claiming his own belt, ready to take on the Japanese Lightweight Champion! Hajime no Ippo: Rising continues Ippo's quest to become stronger, featuring the same cast of loveable dimwits from Kamogawa Gym, as they put their bodies and hearts on the line to make their way in the harsh world of professional boxing. With a will of iron, Ippo steps into the ring once again.",Comedy,Sports,Drama,Shounen,,,,,550,158
70,Kimi no Suizou wo Tabetai,71,8.6,Movie,1,1 hr. 48 min.,Sep 2018,Sep 2018,Unavailable,Novel,PG-13,382160,https://myanimelist.net/anime/36098/Kimi_no_Suizou_wo_Tabetai,"The aloof protagonist: a bookworm who is deeply detached from the world he resides in. He has no interest in others and is firmly convinced that nobody has any interest in him either. His story begins when he stumbles across a handwritten book, titled ""Living with Dying."" He soon identifies it as a secret diary belonging to his popular, bubbly classmate Sakura Yamauchi. She then confides in him about the pancreatic disease she is suffering from and that her time left is finite. Only her family knows about her terminal illness; not even her best friends are aware. Despite this revelation, he shows zero sympathy for her plight, but caught in the waves of Sakura's persistent buoyancy, he eventually concedes to accompanying her for her remaining days. As the pair of polar opposites interact, their connection strengthens, interweaving through their choices made with each passing day. Her apparent nonchalance and unpredictability disrupts the protagonist's impassive flow of life, gradually opening his heart as he discovers and embraces the true meaning of living.",Drama,,,,,,,,108,172
71,Bakuman. 3rd Season,72,8.59,TV,25,24 min. per ep.,Oct 2012,Mar 2013,Fall,Manga,PG-13,261441,https://myanimelist.net/anime/12365/Bakuman_3rd_Season,"Onto their third serialization, manga duo Moritaka Mashiro and Akito Takagi—also known by their pen name, Muto Ashirogi—are ever closer to their dream of an anime adaption. However, the real challenge is only just beginning: if they are unable to compete with the artist Eiji Niizuma in the rankings within the span of six months, they will be canceled. To top it off, numerous rivals are close behind and declaring war. They don't even have enough time to spare thinking about an anime! In Bakuman. 3rd Season, Muto Ashirogi must find a way to stay atop the colossal mountain known as the Shounen Jack rankings. With new problems and new assistants, the pair continue to strive for their dream.",Comedy,Drama,Romance,Shounen,,,,,600,119
72,Natsume Yuujinchou Go,73,8.59,TV,11,23 min. per ep.,Oct 2016,Dec 2016,Fall,Manga,PG-13,130325,https://myanimelist.net/anime/32983/Natsume_Yuujinchou_Go,Season 5 of Natsume Yuujinchou.,Slice of Life,Demons,Supernatural,Drama,Shoujo,,,,253,5
73,One Punch Man,74,8.59,TV,12,24 min. per ep.,Oct 2015,Dec 2015,Fall,Web manga,R,1979366,https://myanimelist.net/anime/30276/One_Punch_Man,"The seemingly ordinary and unimpressive Saitama has a rather unique hobby: being a hero. In order to pursue his childhood dream, he trained relentlessly for three years—and lost all of his hair in the process. Now, Saitama is incredibly powerful, so much so that no enemy is able to defeat him in battle. In fact, all it takes to defeat evildoers with just one punch has led to an unexpected problem—he is no longer able to enjoy the thrill of battling and has become quite bored. This all changes with the arrival of Genos, a 19-year-old cyborg, who wishes to be Saitama's disciple after seeing what he is capable of. Genos proposes that the two join the Hero Association in order to become certified heroes that will be recognized for their positive contributions to society, and Saitama, shocked that no one knows who he is, quickly agrees. And thus begins the story of One Punch Man, an action-comedy that follows an eccentric individual who longs to fight strong enemies that can hopefully give him the excitement he once felt and just maybe, he'll become popular in the process.",Action,Sci-Fi,Comedy,Parody,Super Power,Supernatural,,,288,188
