,Title,Rank,Score,Medium,Number of Episodes,Episode Length,Start Date,End Date,Premier Season,Source Material,Age Rating,Number of Members,URLS,Synopses,Genre 1,Genre 2,Genre 3,Genre 4,Genre 5,Genre 6,Genre 7,Genre 8,Total Minutes,Synopsis Length
146,Astarotte no Omocha!,5347,6.6,TV,12,23 min. per ep.,Apr 2011,Jun 2011,Spring,Manga,PG-13,119760,https://myanimelist.net/anime/9736/Astarotte_no_Omocha,"Succubi, like the young princess Astarotte ""Lotte"" Ygvar, require the life seed from men to survive, replenish their magic, and continue the royal lineage of the magical realm. This means succubi are required to keep a harem of men close at hand. Ironically, Lotte despises men, which will put her life at risk once she matures. To convince her to fulfill her duties, one of her attendants, Judith Snorrevik, goes to the human realm to find a human male whom Lotte can tolerate. Judith returns with 23-year-old Naoya Touhara, a single father who unfortunately leaves his daughter, Asuha, behind in the human realm. As the first member of Lotte's harem, Naoya quickly adapts to this new environment, serving the princess to make her happy, rather than viewing her with sexual intent. Unfortunately, when his daughter is allowed to arrive in the magical realm, Naoya's relationship quickly worsens with Lotte. Even so, he strives to patch up their relationship. It soon becomes clear, however, that Naoya's presence in the magical realm is more than just mere coincidence. As he develops his bond with Lotte, fate begins to pull together the connections that tie him and everyone else within this enchanting world.",Comedy,Demons,Ecchi,Fantasy,Romance,Seinen,,,276,200
147,Bari Bari Densetsu (1987),5348,6.6,Movie,1,1 hr. 25 min.,Aug 1987,Aug 1987,Unavailable,Manga,PG-13,1519,https://myanimelist.net/anime/12745/Bari_Bari_Densetsu_1987,The film is about 4 high-schoolers who are bike racers and illegally partake in races at night on public roads.,Action,Drama,Shounen,Sports,,,,,85,20
148,Betterman,5349,6.6,TV,26,24 min. per ep.,Apr 1999,Oct 1999,Spring,Original,R,12006,https://myanimelist.net/anime/1136/Betterman,"A deadly virus known as ""Algernon"" has attacked humanity with vicious meaning. At the forefront of the battle is the mystifying Akamatsu Industries—disguised as a heavy machine factory in Tokyo, this undercover organization uses neural enhanced weapons known as NeuroNoids to battle Algernon. Also helping with their secret efforts is the mysterious mutant who is only known as ""Betterman.""",Action,Adventure,Psychological,Comedy,Mecha,Drama,Horror,Mystery,624,59
149,Cardfight!! Vanguard G: Next,5350,6.6,TV,52,24 min. per ep.,Oct 2016,Oct 2017,Fall,Original,PG-13,6645,https://myanimelist.net/anime/34077/Cardfight_Vanguard_G__Next,Third season of Cardfight!! Vanguard G series.,Action,Game,Shounen,,,,,,1248,7
150,Crayon Shin-chan Gaiden: Alien vs. Shinnosuke,5351,6.6,ONA,13,8 min. per ep.,Aug 2016,Oct 2016,Unavailable,Manga,G ,1734,https://myanimelist.net/anime/33661/Crayon_Shin-chan_Gaiden__Alien_vs_Shinnosuke,"Unlike the main television anime series which is mostly set in modern-day Japan, the new series will be a ""sealed room"" suspense comedy set 100 years in the future. The story begins when Shinnosuke and the entire Nohara family wake up from cold sleep to find themselves aboard a space ship drifting in space. The anime will depict the various events that take place inside the ship.",Sci-Fi,Space,Comedy,Ecchi,Seinen,,,,104,67
151,Final Fantasy XV: Episode Ardyn - Prologue,5352,6.6,ONA,1,"13 min.
 ",Feb 2019,Feb 2019,Unavailable,Game,PG-13,6860,https://myanimelist.net/anime/38664/Final_Fantasy_XV__Episode_Ardyn_-_Prologue,"Final Fantasy XV: Episode Ardyn depicts the story of Ardyn Izunia, the main nemesis in Final Fantasy XV. The story of suffering, death, and resurrection leading up to the main story in FFXV. This animation reveals the story two millennia ago…",Action,,,,,,,,13,41
152,Five Star Stories,5353,6.6,Movie,1,1 hr. 5 min.,Mar 1989,Mar 1989,Unavailable,Manga,R,9922,https://myanimelist.net/anime/2042/Five_Star_Stories,"Amaterasu is the god of light, the future emperor of the Joker Star System. Under the guise of young mecha conceptor Ladios Sopp, he is compelled by an old friend, Dr Ballanche, to save his two latest Fatimas Lachesis and Clotho. And so began the stories of the Joker System, as well as Amaterasu's love for Lachesis.",Action,Drama,Fantasy,Mecha,Sci-Fi,,,,65,57
153,Gambo,5354,6.6,Movie,1,"12 min.
 ",Jul 2013,Jul 2013,Unavailable,Original,R,7073,https://myanimelist.net/anime/17679/Gambo,"Gambo is about a battle between a creature who's been killing members of a royal Japanese family, and a mysterious white bear who protects them.",Action,Demons,Historical,,,,,,12,25
154,Getsuyoubi no Tawawa Specials,5355,6.6,Special,2,4 min. per ep.,Dec 2016,Dec 2016,Unavailable,Other,PG-13,22281,https://myanimelist.net/anime/34481/Getsuyoubi_no_Tawawa_Specials,Two special episodes of Getsuyoubi no Tawawa included on Blu-ray. 1. Ukkarimono daga Aisare Jouzu no Kawaii Kouhai 2. Ai-chan to Private Film,Slice of Life,Ecchi,,,,,,,8,23
155,Ginga Tetsudou 999: Glass no Clair,5356,6.6,Movie,1,"15 min.
 ",Mar 1980,Mar 1980,Unavailable,Manga,G ,2075,https://myanimelist.net/anime/6653/Ginga_Tetsudou_999__Glass_no_Clair,This short movie is a remake of the first half of episode 3 of Ginga Tetsudou 999.,Drama,Sci-Fi,Space,,,,,,15,17
156,Gokukoku no Brynhildr: Kara Sawagi,5357,6.6,Special,1,"20 min.
 ",Sep 2014,Sep 2014,Unavailable,Manga,R,36044,https://myanimelist.net/anime/24695/Gokukoku_no_Brynhildr__Kara_Sawagi,Unaired episode 11.5 included with the second Blu-ray/DVD volume.,Sci-Fi,Harem,Comedy,Ecchi,Seinen,,,,20,9
157,Golgo 13: Queen Bee,5358,6.6,OVA,1,"56 min.
 ",May 1998,May 1998,Unavailable,Manga,R,7761,https://myanimelist.net/anime/1761/Golgo_13__Queen_Bee,"Master assassin Golgo 13 is hired by the advisor of presidential candidate Robert Hardy to assassinate ""Queen Bee,"" the beautiful and deadly leader of a South American guerilla army. Golgo, however, finds this job too easy and digs further information to find out the true connection between Hardy and Queen Bee.",Action,Adventure,Military,Drama,Seinen,,,,56,51
158,Grisaia: Phantom Trigger The Animation - Stargazer,5359,6.6,Movie,1,"1 hr.
 ",Nov 2020,Nov 2020,Unavailable,Visual novel,Unavailable,12883,https://myanimelist.net/anime/42392/Grisaia__Phantom_Trigger_The_Animation_-_Stargazer,Unavailable,Action,School,,,,,,,60,1
159,Hagure Yuusha no Aesthetica: Hajirai Ippai,5360,6.6,Special,6,4 min. per ep.,Sep 2012,Feb 2013,Unavailable,Unavailable,R,35535,https://myanimelist.net/anime/15729/Hagure_Yuusha_no_Aesthetica__Hajirai_Ippai,DVD/BD Specials,Comedy,Ecchi,,,,,,,24,2
160,Huan Jie Wang,5361,6.6,ONA,20,10 min. per ep.,May 2018,Oct 2018,Unavailable,Web manga,PG-13,2715,https://myanimelist.net/anime/37887/Huan_Jie_Wang,"In the world where most of the humans of the Eudemon continent have power of Eudemon (spiritual power), the protagonist is born without spiritual power, his dream is to be the next king of Eudemon. But without having any spiritual power can you fulfill your dream? On a day before the Tian Wu exam, he crosses a spy from the Mo Wu side that was defeated in the great war of 10 years ago. This girl infiltrates the forces of Tian Wu and thus the protagonist was involved in the middle of the fight between the forces Tian Wu and Mo Wu.",Action,Adventure,Magic,Fantasy,Shounen,,,,200,102
161,ID-0,5362,6.6,TV,12,24 min. per ep.,Apr 2017,Jun 2017,Spring,Original,PG-13,17044,https://myanimelist.net/anime/33797/ID-0,"Transferring the human consciousness into a robotic ""I-Machine"" is now a reality thanks to the discovery of a valuable ore called ""orichalt."" However, there is the possibility of the consciousness failing to return to the host's body, rendering them stuck inside their new metallic frame for good. Such is the situation of members of the Excavate Company, a reckless band of I-Machine miners led by the notorious Grayman that aims to gather orichalt for profit. During a mining incursion, the group rescues Maya Mikuri, a student who was abandoned by her crew. Accused of stealing classified information on orichalt by her former colleagues, she joins the Excavate Company in hopes of clearing her name. They then begin an adventure that will change their lives—including that of Ido, an ace member of the group with no memory of his past. For the first time, Ido might have the chance to rediscover his true identity.",Sci-Fi,Space,Mecha,,,,,,288,153
162,Imouto sae Ireba Ii. (ONA),5363,6.6,ONA,6,2 min. per ep.,Oct 2017,Dec 2017,Unavailable,Light novel,PG-13,9817,https://myanimelist.net/anime/37045/Imouto_sae_Ireba_Ii_ONA,"Original ""chibi"" styled animations of Imouto sae Ireba Ii. posted on the anime's official Twitter channel. Also included on the BD/DVD releases.",Comedy,,,,,,,,12,22
163,Kamen Rider Den-O: Imagin Anime,5364,6.6,OVA,10,5 min. per ep.,Apr 2008,Apr 2008,Unavailable,Other,G ,1080,https://myanimelist.net/anime/3923/Kamen_Rider_Den-O__Imagin_Anime,Web and DVD based 10 Episode OVA featuring the Imagin stars of the popular 2007 Kamen Rider Den-O live action tv series.,Action,Adventure,Comedy,Super Power,Kids,,,,50,22
164,Kemeko Deluxe!,5365,6.6,TV,12,24 min. per ep.,Oct 2008,Dec 2008,Fall,Manga,PG-13,35881,https://myanimelist.net/anime/3464/Kemeko_Deluxe,"When Sanpeita Kobayashi was a child, his lovely friend had to move away, but she vowed that in ten years, they would meet again—as husband and wife. Ten years later, Sanpeita is a high school student, but he hasn't forgotten the feelings they shared. Sanpeita awakes from a dream about his last day with her, only to have his morning interrupted. A weird robot girl is battling other robots in his bedroom, claiming to be his wife. The robot's pilot looks like none other than Sanpeita's long-lost, childhood friend. But who is she really? Why did she have to leave? And what does she have to do with the Mishima Electronics Corporation?",Action,Comedy,Ecchi,Romance,School,Sci-Fi,Shounen,,288,112
165,Line Offline: Salaryman,5366,6.6,TV,114,3 min. per ep.,Jan 2013,Oct 2013,Winter,Unavailable,PG-13,1681,https://myanimelist.net/anime/16906/Line_Offline__Salaryman,"The anime shorts are set in the fictional Line Corporation with a motley crew of idiosyncratic workers. There is the narcissistic section head and president's son James, the subsection head Moon (who is always gone somewhere but somehow gets his work done), the quiet but kindhearted subsection head Brown, and the subordinate Connie who is in an endless loop of yo-yo diets and weight gains.",Comedy,,,,,,,,342,65
166,Love Get Chu,5367,6.6,TV,25,24 min. per ep.,Apr 2006,Sep 2006,Spring,Visual novel,PG-13,7286,https://myanimelist.net/anime/1070/Love_Get_Chu,"Five girls came to a training school to become voice actresses holding each thought in her mind. Momoko - she wanted to be a voice actress to meet her favorite voice actor. Rinka - she is an armature voice actress, but she didn't have special purpose to become voice actress. Yurika - she likes anime very much. Tsubasa - she was a girl in love, and acted only as a boy. Amane - she found a deadlock as a actress and tried to find another way. They managed to get over the difficulty to become voice actress although they couldn't perform as main characters yet. There is a love romance with a boy works for an anime company, and you can catch a glimpse of situations of anime industries.",Comedy,Romance,,,,,,,600,129
167,Mazinger Z tai Ankoku Daishougun,5368,6.6,Movie,1,"43 min.
 ",Jul 1974,Jul 1974,Unavailable,Unavailable,PG-13,1817,https://myanimelist.net/anime/4406/Mazinger_Z_tai_Ankoku_Daishougun,"Kouji and his friends have defeated Dr. Hell and are now enjoying a break, but suddenly a strange prophet appears and warns everyone of an oncoming danger, mechanical beasts never seen before start appearing all around the world wrecking havoc. Its up to Kouji and his Mazinger Z to stand up to this threat but it seems he is vastly outnumber and outmatched. This film served as an alternative link between the Mazinger Z TV series and the Great Mazinger TV series. It basically introduces Great Mazinger to the audience, as well as his enemies from the Mikene Empire.",Action,Mecha,Shounen,,,,,,43,99
168,Nagagutsu wo Haita Neko no Bouken,5369,6.6,TV,26,25 min. per ep.,Apr 1992,Sep 1992,Spring,Unavailable,G ,664,https://myanimelist.net/anime/4468/Nagagutsu_wo_Haita_Neko_no_Bouken,"Anime adaptation of Charles Perrault fairy tale, directed by Susumu Ishizaki.",Adventure,Fantasy,,,,,,,650,11
169,Narue no Sekai,5370,6.6,TV,12,24 min. per ep.,Apr 2003,Jun 2003,Spring,Manga,PG-13,16021,https://myanimelist.net/anime/840/Narue_no_Sekai,"Meet Narue, an adorable schoolgirl with a secret. She's really an alien with powers right out of a sci-fi comic! But growing up is never easy, and sometimes it doesn't help when you're from outer space. Join our spunky heroine as she faces androids, alien invaders, and her first date with the boy next door. It's the sci-fi comedy that's a direct hit to your heart! (Source: Central",Comedy,Romance,Sci-Fi,,,,,,288,68
170,Aikatsu!: Dai Starmiya Ichigo Matsuri Zenyasai!!,5371,6.59,Special,1,"47 min.
 ",Nov 2014,Nov 2014,Unavailable,Unavailable,PG ,1438,https://myanimelist.net/anime/28723/Aikatsu__Dai_Starmiya_Ichigo_Matsuri_Zenyasai,Narrated recap of the Aikatsu! series.,Music,School,Shoujo,,,,,,47,6
171,Anime Sanjuushi: Aramis no Bouken,5372,6.59,Movie,1,"45 min.
 ",Mar 1989,Mar 1989,Unavailable,Novel,G ,1165,https://myanimelist.net/anime/2334/Anime_Sanjuushi__Aramis_no_Bouken,"Aramis fell off her horse and received the aid of a man named Francois. They fell in love with each other at first sight and spent their time happily for a while. Francois was killed by Manson and the Ironmask's people, so Aramis swore revenge. Then she went to Paris to be a musketeer. 1 year after the end of TV series, D'Artagnan had a drink with 3 musketeers and found that Jussac and the Cardinal's Guards harrassed a woman in a tavern in Paris. Of couse, they fought Jussac and the Cardinal's guards and won. On his way to home, D'Artagnan witnessed the woman whom he rescued from Jussac about to jump into the river, and rescued her again. D'Artagnan brought her to home but she disappeared soon. After a day, D'Artagnan heard that the woman was killed last night and Rochefort and Cardinal's guards arrested him for murder because his hat was found by the woman's body. Aramis discovers that the story has a link with Catherine de Médicis, and launches out an investigation. This one will bring back her to the castle of her beloved where she will have to face Pizzaro to protect a dangerous document.",Adventure,Historical,Romance,,,,,,45,200
172,Bakuten Shoot Beyblade the Movie: Gekitou!! Takao vs. Daichi,5373,6.59,Movie,1,1 hr. 10 min.,Aug 2002,Aug 2002,Unavailable,Manga,G ,8431,https://myanimelist.net/anime/1670/Bakuten_Shoot_Beyblade_the_Movie__Gekitou_Takao_vs_Daichi,"The Bladebreakers are on a well deserved vacation. But, a hyperactive kid named Daichi continues to pursue Tyson for a rematch after his defeat in the Beyblade World Championships. The Bladebreakers' vacation eventually takes a turn for the worst once they encounter mysterious Beybladers who claim to be the Dark Spirits sealed inside a strange temple. With Daichi under their control, the Shadow Bladers seek to destroy the world with their Dark BitBeasts. Together, Tyson, Max, Ray, and Kai must save not only Daichi... but the world as well...",Action,Sci-Fi,Adventure,Comedy,Sports,Shounen,,,70,89
173,Boku no Chikyuu wo Mamotte: Kiniro no Toki Nagarete,5374,6.59,Special,1,"27 min.
 ",Oct 2001,Oct 2001,Unavailable,Unavailable,PG-13,1190,https://myanimelist.net/anime/10036/Boku_no_Chikyuu_wo_Mamotte__Kiniro_no_Toki_Nagarete,"Please Save My Earth Music Image Video: The Passing of the Golden Age contains six music videos with footage not seen in the OVA and scenes taken from the manga, as well as a slightly different version of the OVA ending sequence, and the ending credits for the image videos. (Source: Wikipedia) See more info for additional information about these",Sci-Fi,Music,Drama,Romance,Shoujo,,,,27,60
174,Busou Shinki Moon Angel,5375,6.59,ONA,10,5 min. per ep.,Sep 2011,Jan 2012,Unavailable,Other,PG-13,11812,https://myanimelist.net/anime/11103/Busou_Shinki_Moon_Angel,"The story follows the coming of age and Shinki battles of Tsubasa, a boy who dreams of becoming a Shinki Master, and his Shinki partner Arnval Mk. 2.",Action,Sci-Fi,,,,,,,50,28
175,Comic Party,5376,6.59,TV,13,24 min. per ep.,Apr 2001,Jun 2001,Spring,Visual novel,PG-13,16692,https://myanimelist.net/anime/289/Comic_Party,"Destiny or delusion? It's a hilarious rollercoaster of laughter and confusion when Taishi, the ultimate otaku, drags his friend Kazuki into the swirling world of ambition, hatred, and love—the world of fan comics! Poor clueless Kazuki must sink or swim when he's dumped straight into the middle of a massive comic convention. Lost amidst hoards of buyers, sellers, and cosplayers, Kazuki is about to be baptized by fire, all in order to lead him toward his true calling: to take over the world through fan comics! Meanwhile, Kazuki's childhood friend Mizuki isn't about to let him be dragged from his normal life without a fight! But will she be able to stop the addictive draw of the new world that lies before Kazuki? Little by little, Kazuki is slipping down the path towards destiny—and Taishi is shoving him every step of the way!",Comedy,Drama,,,,,,,312,143
176,Crusher Joe OVA,5377,6.59,OVA,2,57 min. per ep.,Feb 1989,Jun 1989,Unavailable,Light novel,R,2509,https://myanimelist.net/anime/2696/Crusher_Joe_OVA,"The galaxy is a strange and dangerous place, and there are times when even the United Space Force can`t help. That`s where the Crushers come in - skilled troubleshooters who will deal with any problem, large or small, for a fee (large only!) And there is no better Crusher than Crusher Joe!",Action,Sci-Fi,Adventure,,,,,,114,52
177,Di Gi Charat Natsuyasumi Special,5378,6.59,Special,4,11 min. per ep.,Aug 2001,Aug 2001,Unavailable,Unavailable,G ,2272,https://myanimelist.net/anime/1756/Di_Gi_Charat_Natsuyasumi_Special,"The Di Gi Charat Natsuyasumi Special was another four episode series set in America that aired almost a year after the original series from August 2, 2001 to August 3, 2001. The young American otaku, Rodoyan, is introduced in this series. • Natsuyasumi Special Episode 1 - Dejiko in America 1 • Natsuyasumi Special Episode 2 - Dejiko in America 2 When Puchiko wanted to get off a bus she couldn't reach the signal button, and the driver (looks just like Abarenbou) kept accelerating until reaching America. Soon Dejiko received a letter from Rod Young, an American boy and a big fan of Dejiko who let Puchiko stay with him, inviting Dejiko to America to visit them and pick Puchiko up. • Natsuyasumi Special Episode 3 - Depurapyogebo Debut A contest of bands was about to be held at Akihabara; the first prize is 10-year supply of nattou, Dejiko's favorite food. She decided to enroll but couldn't find enough members or instruments. • Natsuyasumi Special Episode 4 - Isn`t Anyone Here-nyo? Dejiko and gangs of Gamers went to the mountains, but when night fell people began to disappear one by one (Source: ANN, AniDB",Comedy,,,,,,,,44,194
178,Di Gi Charat: Hoshi no Tabi,5379,6.59,Movie,1,"21 min.
 ",Dec 2001,Dec 2001,Unavailable,Unavailable,PG-13,2742,https://myanimelist.net/anime/1752/Di_Gi_Charat__Hoshi_no_Tabi,"Dejiko decided to take a vacation and visit her home, Planet Di Gi Charat, together with Puchiko, Gema, and (accidentally) Rabi~en~Rose. However, Piyoko and her aids would not let go this chance to capture her.",Comedy,,,,,,,,21,35
179,Eoneu Nal Jameseo Kkaeeoboni Bagelyeoga Doeeo Isseotda,5380,6.59,ONA,15,15 min. per ep.,Nov 2019,Dec 2019,Unavailable,Web manga,PG-13,1727,https://myanimelist.net/anime/43779/Eoneu_Nal_Jameseo_Kkaeeoboni_Bagelyeoga_Doeeo_Isseotda,"Bong Gi used to have dreams of making something of his life. But now all that seems like a distant memory. He has become fat, lazy, unemployed, and altogether unlovable. In the real world, people are grossed out by him. He has never had a girlfriend and he spends his late nights fantasizing about women whose pictures he leers at on the internet. His own life appalls him, but he has one escape – his online life. Gaming has become his everything, and he excels at it. After another long, lonely night of gaming, he wakes up – and is shocked to find that he has transformed into a woman. Or to be more precise, a woman who looks a lot like those he used to lust after online! Confused, he does not know where to turn – so looks for answers on the net. He encounters a young woman in a chat forum named Sae Mi, who offers him advice. He soon falls for her charms – which makes things complicated to say the least. And things get even more bizarre when he attempts to take revenge on Sang Woo, a school bully who turns out to be Sae Mi’s older brother!",Comedy,Romance,Ecchi,,,,,,225,203
180,Fatal Fury: The Motion Picture,5381,6.59,Movie,1,1 hr. 36 min.,Jul 1994,Jul 1994,Unavailable,Game,R,10498,https://myanimelist.net/anime/504/Fatal_Fury__The_Motion_Picture,"Young millionaire Laocorn Gaudeamus is on a crusade to recover six pieces of armour said to give the user the powers of Mars—the legendary God of War. Fearing that her twin brother is slowly losing his sanity with every armour piece he collects, Sulia runs to Terry, Andy, Joe and Mai to form their own global crusade to stop Laocorn from opening a potential Pandora's Box and releasing an uncontrollable form of destruction.",Action,Adventure,Drama,Martial Arts,Romance,Shounen,,,96,73
181,FLCL Alternative,5382,6.59,Movie,1,2 hr. 15 min.,Sep 2018,Sep 2018,Unavailable,Original,PG-13,69132,https://myanimelist.net/anime/35842/FLCL_Alternative,"Life seems to drift by for Kana Koumoto and her friends in their small Japanese town. Every day is just like the last, and it feels like every new day will be the same. Kana goes to school, hangs out with her friends, and likes to paint her nails and listen to music, but it feels like nothing special is ever going to happen. As a change of pace, Kana and her friends decide to design a bottle rocket and launch it into space, even though it might not get there at all. However, just when the rocket is completed, a robot suddenly crashes into and destroys it, shortly followed by a pink-haired woman claiming to be a ""Galactic Investigator."" Kana's life quickly becomes more exciting than she ever imagined, dealing with new feelings, changing friends, and even boy troubles. It turns out life can go by in the blink of an eye, fast enough to even miss it, so what's with these weird robots that seem to show up at the worst times?!",Action,Comedy,Dementia,Mecha,Parody,Sci-Fi,,,135,174
182,Gakuen Handsome,5383,6.59,TV,12,3 min. per ep.,Oct 2016,Dec 2016,Fall,Game,PG-13,27228,https://myanimelist.net/anime/33392/Gakuen_Handsome,"High school student Yoshiki Maeda is starting a new year in the all-boys Baraman High School. On the first day, Yoshiki reconnects with his childhood friend, Takuya Saotome, and meets his odd and dramatic homeroom teacher, Teruhiko Saionji. Yoshiki’s younger sister, Yuu, is aware of many of these handsome boys and seems to take pleasure in teasing her big brother about them. Yoshiki soon discovers a number of stereotypical romance characters and has no choice but to deal with their outright ludicrous and nonsensical boys' love antics.",Comedy,Parody,School,Shounen Ai,,,,,36,87
183,Ginga Tetsudou 999: Kimi wa Haha no You ni Aiseru ka!!,5384,6.59,Special,1,1 hr. 33 min.,Oct 1980,Oct 1980,Unavailable,Manga,G ,1371,https://myanimelist.net/anime/6735/Ginga_Tetsudou_999__Kimi_wa_Haha_no_You_ni_Aiseru_ka,A remake of episodes 51-52 of the TV version.,Sci-Fi,Space,,,,,,,93,9
184,Girls & Panzer Heartful Tank Disc Picture Drama,5385,6.59,Special,4,10 min. per ep.,Sep 2013,Sep 2013,Unavailable,Original,PG-13,4448,https://myanimelist.net/anime/23137/Girls___Panzer_Heartful_Tank_Disc_Picture_Drama,"Picture drama episodes bundled with the Girls & Panzer ""Heartful Tank Disc.""",Military,School,,,,,,,40,12
185,Glass no Kantai: La Legende du Vent de l'Univers,5386,6.59,TV,24,24 min. per ep.,Apr 2006,Sep 2006,Spring,Original,PG-13,10413,https://myanimelist.net/anime/973/Glass_no_Kantai__La_Legende_du_Vent_de_lUnivers,"The People's Army led by Michel stands against Vetti's newly founded empire. Upon seeing how strong the Glass Battleship is, Michel tries to get Cleo, the captain of the Glass Battleship, to help People's Army overthrow Vetti's empire. And together they fight against Vetti's empire.",Adventure,Sci-Fi,,,,,,,576,45
186,Haou Taikei Ryuu Knight,5387,6.59,TV,52,25 min. per ep.,Apr 1994,Mar 1995,Spring,Manga,PG-13,2504,https://myanimelist.net/anime/1848/Haou_Taikei_Ryuu_Knight,"Adeu the Sonic, brash young pilot of the Ryu Knight Zephyr, is joined in his travels by Princess Paffy, Priest Izumi and Ninja Sarutobi. They encounter various people of the land, including other Ryus. On the way, Adeu seeks to test his Ryu against others and thereby grow in his abilities.",Action,Adventure,Fantasy,Mecha,,,,,1300,51
187,IGPX: Immortal Grand Prix,5388,6.59,TV,5,5 min. per ep.,Sep 2003,Sep 2003,Summer,Original,PG-13,3574,https://myanimelist.net/anime/1409/IGPX__Immortal_Grand_Prix,"In the year 2035, Team Suzaku and Team Sledge Mamma are preparing to meet in the final round of the 12th Immortal Grand-1 Prix (IG1 or IGPX). Takeshi leads Team Suzaku, which is made up of a group of young amateur pilots who must make the most of their limited funds and weaponry in order to prepare for the competition designed for professionals. This series served as the pilot to the full IGPX: Immortal Grand Prix, each episode is only 5 minutes long or less. A key difference between the two is that this series featured combat mecha competition rather than racing mecha.",Sports,Mecha,Sci-Fi,Shounen,,,,,25,103
188,Ikkitousen: Xtreme Xecutor Specials,5389,6.59,Special,6,3 min. per ep.,Jun 2010,Nov 2010,Unavailable,Unavailable,R,11889,https://myanimelist.net/anime/8507/Ikkitousen__Xtreme_Xecutor_Specials,Ikkitousen: Xtreme Xecutor Blu-ray and DVD specials.,Comedy,Ecchi,,,,,,,18,7
189,Inu to Hasami wa Tsukaiyou,5390,6.59,TV,12,24 min. per ep.,Jul 2013,Sep 2013,Summer,Light novel,PG-13,113131,https://myanimelist.net/anime/17831/Inu_to_Hasami_wa_Tsukaiyou,"A nonsense comical mystery. Harumi Kazuhito is a high school boy who loves books and is a fan of novelist Natsuno Kirihime. One day, he finds Kirihime writing at a cafe, about to be shot by a robber. He protects her from the attack but is killed instead. Through the supernatural power of a book-worm, he is reincarnated as a dachshund dog. Kazuhito (as a dog) writhes in a painful bookless life, when a sadistic woman carrying a pair of scissors offers him help. She is Kirihime herself. (Source: Dog and",Comedy,Supernatural,,,,,,,288,91
190,Kanokon: Manatsu no Dai Shanikusai,5391,6.59,OVA,2,25 min. per ep.,Oct 2009,Oct 2009,Unavailable,Light novel,R,37426,https://myanimelist.net/anime/6791/Kanokon__Manatsu_no_Dai_Shanikusai,"With the arrival of summer and the school break, Chizuru, Kota, and the rest of their friends are lazily enjoying the warm weather. Chizuru flirts with Kota, Kota gets embarrassed, and Nozomu gets in the way. Tayura pines after Akane, Akane rebuffs Tayura, and a sexy good time ensues. The status quo isn't quite the same since the fox snared her prey, but the timeless boy-meets-girl tale lingers on. (Source:",Ecchi,Romance,Slice of Life,,,,,,50,70
191,Ketsuekigata-kun!,5392,6.59,TV,12,2 min. per ep.,Apr 2013,Jun 2013,Spring,Web manga,PG-13,9373,https://myanimelist.net/anime/17731/Ketsuekigata-kun,"The anime adapted from the manga remake version of the Korean webtoon ""A Simple Thinking about Bloodtypes"" involving the faceless and nameless characters of four different blood types to discuss about popular anthropomorphized blood types (the stereotypes about the blood types) in Japan and Korea.",Comedy,,,,,,,,24,45
192,Kizuna Ichigeki,5393,6.59,Movie,1,"24 min.
 ",Mar 2011,Mar 2011,Unavailable,Original,G ,5583,https://myanimelist.net/anime/10016/Kizuna_Ichigeki,"Shortly after winning the World Martial Arts Tournament and using the winnings to pay off her grandfather's one hundred million yen debt, a reporter shows up on Kizuna Todoroki's doorstep. Impressed that such a young girl was able to defeat the 10-year reigning champion, the reporter wants to interview Kizuna for a piece on her and the Wadachi Ju-ken school of martial arts founded by Kizuna's grandfather. However, before the interview can end, challengers begin to appear at the Todoroki household. After hearing that Kizuna is only 12, they hope to defeat her before her 13th birthday to usurp her position as the world champion. As dozens of challengers appear, Kizuna struggles to bring them all down, while the reporter learns more about the Todoroki family.",Comedy,Martial Arts,,,,,,,24,126
193,Koi to Uso,5394,6.59,TV,12,24 min. per ep.,Jul 2017,Sep 2017,Summer,Manga,PG-13,265824,https://myanimelist.net/anime/34934/Koi_to_Uso,"In a futuristic society, Japan has implemented a complex system referred to as ""The Red Threads of Science"" to encourage successful marriages and combat increasingly low birthrates. Based on a compatibility calculation, young people at the age of 16 are assigned marriage partners by the government, with severe repercussions awaiting those who disobey the arrangement. For Yukari Nejima, a teen that considers himself average in every way, this system might be his best shot at living a fulfilling life. However, spurred by his infatuation for his classmate and long-time crush, Misaki Takasaki, Yukari defies the system and confesses his love. After some initial reluctance, Misaki reciprocates his feelings in a moment of passion. Unfortunately, before the two can further their relationship, Yukari receives his marriage notice. He is then thrown into a confusing web of love and lies when his less-than-thrilled assigned partner, Ririna Sanada, becomes fascinated with his illicit romance.",Drama,Romance,School,,,,,,288,151
194,Kono Yo no Hate de Koi wo Utau Shoujo YU-NO,5395,6.59,TV,26,23 min. per ep.,Apr 2019,Oct 2019,Spring,Visual novel,PG-13,94619,https://myanimelist.net/anime/34620/Kono_Yo_no_Hate_de_Koi_wo_Utau_Shoujo_YU-NO,"Takuya Arima is a young student whose father, a historian who has conducted various researches, disappeared recently. During a summer vacation Takuya receives a peculiar package from his missing father, along with a letter containing information about the existence of various parallel worlds. At first Takuya doesn't take it seriously, but soon he realizes that he possesses a device that allows him to travel to alternate dimensions. Is his father alive, after all? If so, where is he?",Sci-Fi,Drama,,,,,,,598,78
195,Lostorage Conflated WIXOSS: Missing Link,5396,6.59,OVA,1,"25 min.
 ",Dec 2017,Dec 2017,Unavailable,Card game,R,4369,https://myanimelist.net/anime/36083/Lostorage_Conflated_WIXOSS__Missing_Link,Unavailable,Game,Psychological,,,,,,,25,1
